net,length_um
u_integration_final.integration_inst.mac_grid_inst.ROW_LOOP\[1\].COL_LOOP\[0\].mac_inst.product\[9\],154.56µm
net2303,154.56µm
_08611_,154.3µm
net95,154.3µm
net4503,154.3µm
_11226_,154.2µm
net989,154.2µm
net2335,154.2µm
net2777,154.2µm
net2411,154.18µm
net1055,154.17µm
net77,154.15µm
net4056,154.12µm
_02132_,154.1µm
_02135_,154.1µm
u_integration_final.integration_inst.mac_grid_inst.ROW_LOOP\[0\].COL_LOOP\[1\].mac_inst.o_result\[7\],154.1µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[3\]\[2\],154.1µm
net519,154.1µm
net1656,154.1µm
net2132,154.1µm
net3637,154.1µm
_10923_,154.05µm
u_integration_final.integration_inst.command_parser_inst.o_data\[0\],154.05µm
net123,154.05µm
net389,154.05µm
net1536,154.05µm
net1572,154.05µm
net1812,154.05µm
net2413,154.05µm
_02508_,154µm
_14791_,154µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[18\]\[3\],154µm
net1753,153.97µm
net1802,153.96µm
net1056,153.9µm
net3361,153.81µm
_11311_,153.64µm
net2442,153.64µm
net1149,153.59µm
net2679,153.59µm
net3201,153.59µm
net3067,153.55µm
_01883_,153.54µm
net2909,153.54µm
net3427,153.54µm
net3485,153.54µm
net4578,153.54µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[28\]\[7\],153.49µm
net306,153.49µm
net1109,153.49µm
net2216,153.49µm
net3760,153.49µm
_13290_,153.44µm
net78,153.44µm
_01923_,153.08µm
net117,153.08µm
net2845,153.08µm
net2888,153.08µm
u_integration_final.integration_inst.command_parser_inst.o_quantizer_scale\[4\],153.03µm
net66,153.03µm
net919,153.03µm
net3829,153.03µm
_01806_,152.98µm
_08027_,152.98µm
_10839_,152.98µm
net535,152.98µm
net953,152.98µm
net2383,152.98µm
net2417,152.98µm
net3115,152.98µm
net4266,152.98µm
_08946_,152.93µm
_13718_,152.93µm
_14270_,152.93µm
_17210_,152.93µm
net26,152.93µm
net3752,152.93µm
net4043,152.93µm
_03796_,152.88µm
_15325_,152.88µm
net430,152.88µm
net599,152.88µm
net3191,152.88µm
_07511_,152.67µm
_13978_,152.62µm
_10342_,152.55µm
_13959_,152.52µm
u_integration_final.integration_inst.command_parser_inst.o_quantizer_scale\[20\],152.52µm
u_integration_final.integration_inst.command_parser_inst.o_quantizer_scale\[8\],152.52µm
net1381,152.52µm
net1848,152.52µm
net3830,152.52µm
_10889_,152.47µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[4\]\[2\],152.47µm
net944,152.47µm
net2736,152.47µm
net2914,152.47µm
net2988,152.47µm
_14826_,152.42µm
u_integration_final.integration_inst.mac_grid_inst.ROW_LOOP\[2\].COL_LOOP\[2\].mac_inst.product\[0\],152.42µm
net579,152.42µm
net2050,152.42µm
net1008,152.41µm
net1292,152.37µm
net1591,152.37µm
net2210,152.37µm
net3953,152.37µm
net4239,152.37µm
net402,152.34µm
u_integration_final.integration_inst.mac_grid_inst.ROW_LOOP\[0\].COL_LOOP\[1\].mac_inst.valid_0,152.32µm
net218,152.32µm
net2816,152.32µm
_02411_,152.06µm
_10940_,152.01µm
net2587,152.01µm
net2751,151.96µm
net2865,151.96µm
net3611,151.93µm
_09795_,151.91µm
net1818,151.91µm
net2775,151.91µm
net3491,151.91µm
_07876_,151.86µm
_11395_,151.86µm
u_integration_final.integration_inst.mac_grid_inst.ROW_LOOP\[1\].COL_LOOP\[1\].mac_inst.product\[13\],151.86µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[0\]\[0\],151.86µm
net881,151.86µm
net2455,151.86µm
net3342,151.86µm
net4310,151.86µm
_08066_,151.81µm
_14588_,151.81µm
net504,151.81µm
net692,151.76µm
_07465_,151.5µm
net268,151.5µm
_13754_,151.45µm
_08461_,151.35µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[7\]\[1\],151.35µm
net45,151.35µm
net1495,151.35µm
net3787,151.35µm
_07534_,151.3µm
net371,151.3µm
net1365,151.3µm
net1820,151.3µm
net2146,151.3µm
net2314,151.3µm
net2959,151.3µm
net3106,151.3µm
_15314_,151.25µm
u_integration_final.integration_inst.quant_op_data\[5\],151.25µm
net356,151.25µm
net1696,151.25µm
net3751,151.25µm
_17176_,151.21µm
_08280_,151.2µm
_08287_,151.2µm
net480,151.2µm
net3456,151.2µm
_10071_,151.18µm
net1244,150.94µm
_07515_,150.89µm
net2279,150.89µm
net4118,150.89µm
net1181,150.84µm
net3609,150.84µm
_11109_,150.79µm
_11140_,150.79µm
net1398,150.79µm
net2391,150.79µm
net3848,150.79µm
net3920,150.79µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[24\]\[4\],150.74µm
net1427,150.74µm
net2877,150.74µm
net3003,150.74µm
net3668,150.74µm
net4069,150.74µm
net370,150.69µm
net1819,150.69µm
net3344,150.69µm
net4676,150.69µm
_08134_,150.64µm
_11444_,150.64µm
net615,150.64µm
net3356,150.64µm
net3369,150.64µm
_06433_,150.48µm
net4358,150.44µm
net917,150.43µm
_17217_,150.33µm
net2102,150.33µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[35\]\[5\],150.28µm
_06522_,150.23µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[11\]\[4\],150.23µm
net3308,150.23µm
_08937_,150.21µm
_08494_,150.18µm
_16250_,150.18µm
_16547_,150.18µm
net3994,150.18µm
net180,150.13µm
net751,150.13µm
net2127,150.13µm
net2671,150.13µm
net4533,150.13µm
_00114_,150.08µm
_12554_,150.08µm
net483,150.08µm
net3324,150.08µm
_09726_,149.94µm
_07463_,149.9µm
net151,149.87µm
net1559,149.77µm
net1652,149.72µm
net1972,149.71µm
net4059,149.67µm
_15472_,149.62µm
_15570_,149.62µm
net1158,149.62µm
net2203,149.62µm
_01936_,149.57µm
_12027_,149.57µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[16\]\[7\],149.57µm
net1358,149.57µm
net4072,149.57µm
net2974,149.52µm
_02284_,149.36µm
net1160,149.16µm
net1211,149.16µm
net3409,149.16µm
_08470_,149.11µm
_09497_,149.11µm
_14112_,149.11µm
net1102,149.11µm
net2138,149.11µm
net3629,149.11µm
net222,149.06µm
net2060,149.06µm
net2376,149.06µm
net3363,149.06µm
_16130_,149.01µm
net2326,149.01µm
net4642,149.01µm
_10391_,148.96µm
net40,148.96µm
net3471,148.96µm
_17158_,148.84µm
_01826_,148.75µm
net398,148.7µm
net2588,148.65µm
_01896_,148.6µm
_07372_,148.6µm
_07452_,148.6µm
_09107_,148.55µm
net314,148.55µm
net617,148.55µm
net3198,148.55µm
_08549_,148.5µm
_11139_,148.5µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[13\]\[6\],148.5µm
net1395,148.5µm
net3939,148.5µm
_00115_,148.45µm
_10917_,148.45µm
net87,148.45µm
net775,148.45µm
net867,148.45µm
net2589,148.45µm
net2853,148.45µm
_10279_,148.3µm
_08497_,148.22µm
net1777,148.22µm
net315,148.09µm
net4365,148.09µm
net267,148.04µm
net3357,148.04µm
net2508,148.02µm
net2713,148µm
u_integration_final.integration_inst.reg_bank_inst.cols_a\[1\],147.99µm
net1429,147.99µm
net3630,147.99µm
net983,147.94µm
net2384,147.94µm
net3573,147.94µm
net2405,147.91µm
net157,147.9µm
_14754_,147.89µm
net2072,147.89µm
net2438,147.89µm
net2676,147.89µm
net3090,147.89µm
net3725,147.84µm
net1479,147.68µm
u_integration_final.integration_inst.mac_grid_inst.ROW_LOOP\[1\].COL_LOOP\[2\].mac_inst.product\[17\],147.63µm
_08506_,147.58µm
net3094,147.53µm
_11155_,147.48µm
net2489,147.48µm
net457,147.44µm
_08550_,147.43µm
_11215_,147.43µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[12\]\[7\],147.43µm
net344,147.43µm
net2647,147.43µm
net2945,147.43µm
net4021,147.43µm
_07846_,147.38µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[20\]\[4\],147.38µm
net140,147.38µm
net1046,147.38µm
net2522,147.38µm
net3399,147.38µm
net3670,147.38µm
net4585,147.38µm
_02228_,147.33µm
_15336_,147.33µm
_15715_,147.33µm
net2172,147.33µm
net4016,147.17µm
_13376_,146.96µm
_07694_,146.92µm
_08536_,146.92µm
_09723_,146.92µm
_17132_,146.92µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[25\]\[5\],146.92µm
net175,146.92µm
net1392,146.92µm
net2494,146.92µm
_04306_,146.87µm
net895,146.87µm
net2566,146.87µm
net3278,146.87µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[9\]\[6\],146.82µm
net101,146.82µm
net326,146.82µm
net454,146.82µm
net3411,146.82µm
net2311,146.77µm
net4675,146.77µm
_07751_,146.72µm
net37,146.72µm
net1578,146.72µm
net2070,146.72µm
_16213_,146.61µm
net2934,146.46µm
net3018,146.41µm
_01941_,146.36µm
net2186,146.36µm
net3080,146.36µm
_07551_,146.31µm
net1676,146.31µm
_06482_,146.26µm
_11044_,146.26µm
_11372_,146.26µm
net1078,146.26µm
net2530,146.26µm
_12278_,146.21µm
_16371_,146.21µm
u_integration_final.integration_inst.mac_grid_inst.ROW_LOOP\[0\].COL_LOOP\[2\].mac_inst.product\[15\],146.21µm
net897,146.21µm
net4546,146.21µm
_03974_,146.16µm
net2527,146.16µm
net3733,146.16µm
u_integration_final.integration_inst.mac_grid_inst.ROW_LOOP\[2\].COL_LOOP\[1\].mac_inst.product\[17\],146µm
net1933,145.9µm
_07450_,145.75µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[22\]\[3\],145.75µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[26\]\[3\],145.75µm
net1348,145.75µm
net1632,145.75µm
net1750,145.75µm
net2059,145.75µm
net3854,145.7µm
net1230,145.67µm
_04941_,145.65µm
net542,145.65µm
net1067,145.65µm
net3761,145.65µm
net3895,145.65µm
_16374_,145.6µm
_16551_,145.6µm
net134,145.6µm
net3770,145.6µm
net1895,145.53µm
net524,145.51µm
net277,145.32µm
_08582_,145.29µm
net782,145.29µm
net1192,145.29µm
net367,145.24µm
net1179,145.24µm
net1382,145.24µm
net3457,145.24µm
_16405_,145.23µm
net3728,145.19µm
_00096_,145.14µm
_03750_,145.14µm
net492,145.14µm
net1022,145.14µm
net1333,145.14µm
net4140,145.14µm
net187,145.13µm
_07574_,145.09µm
_10869_,145.09µm
_12863_,145.09µm
net2363,145.09µm
_07194_,145.04µm
_08235_,145.04µm
net92,145.04µm
net2480,145.01µm
_11111_,144.78µm
net204,144.78µm
_16473_,144.73µm
net341,144.73µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[17\]\[3\],144.68µm
net690,144.68µm
net312,144.63µm
net1291,144.63µm
net1354,144.63µm
net1508,144.63µm
net2300,144.63µm
net4129,144.63µm
_02009_,144.58µm
_10899_,144.58µm
_14280_,144.53µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[16\]\[3\],144.53µm
net1811,144.53µm
net1145,144.5µm
net720,144.48µm
net802,144.48µm
net2431,144.48µm
net2441,144.3µm
net1081,144.17µm
net2652,144.12µm
_10541_,144.07µm
_11097_,144.07µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[7\]\[6\],144.07µm
_13305_,144.02µm
net1112,144.02µm
net3170,144.02µm
net2490,144µm
_09173_,143.97µm
_10983_,143.97µm
_15316_,143.97µm
net613,143.97µm
net719,143.97µm
_09054_,143.96µm
_16608_,143.92µm
net31,143.92µm
net86,143.92µm
net4341,143.89µm
_11381_,143.61µm
net216,143.61µm
net330,143.56µm
net3510,143.56µm
_01854_,143.51µm
net1416,143.51µm
net1799,143.51µm
net3923,143.51µm
_07922_,143.46µm
_07699_,143.41µm
_13927_,143.41µm
_14585_,143.41µm
_15342_,143.41µm
net3531,143.41µm
net4493,143.41µm
_08466_,143.36µm
_15486_,143.36µm
_15568_,143.36µm
_16055_,143.36µm
net2879,143.33µm
net1441,143.28µm
_09554_,143.19µm
net1207,143.14µm
net608,143µm
_07736_,142.95µm
_08002_,142.95µm
_08122_,142.95µm
net1640,142.95µm
net3232,142.95µm
net4516,142.95µm
_11152_,142.9µm
net1363,142.9µm
net1582,142.9µm
_08525_,142.85µm
_10834_,142.85µm
_14740_,142.85µm
net659,142.85µm
net666,142.85µm
net2975,142.85µm
net3683,142.85µm
_01810_,142.62µm
net1671,142.59µm
_07487_,142.44µm
_13157_,142.44µm
net1401,142.44µm
net1699,142.44µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[27\]\[0\],142.39µm
net3387,142.39µm
_11177_,142.34µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[21\]\[0\],142.34µm
net994,142.34µm
net2150,142.34µm
net3001,142.34µm
net3049,142.34µm
net3464,142.34µm
net3533,142.34µm
net4005,142.34µm
_00118_,142.29µm
_15617_,142.29µm
net828,142.29µm
net3689,142.29µm
_03970_,142.24µm
net770,142.24µm
net3711,142.24µm
net3792,142.24µm
net4514,142.2µm
net1659,142.17µm
u_integration_final.integration_inst.command_parser_inst.byte_count\[1\],142.13µm
net3654,142.03µm
net2386,141.93µm
_08433_,141.88µm
u_integration_final.integration_inst.reg_bank_inst.matrix_signed\[2\]\[0\],141.88µm
net18,141.88µm
net2650,141.88µm
net1784,141.83µm
net3823,141.83µm
u_integration_final.integration_inst.command_parser_inst.o_quantizer_scale\[7\],141.78µm
net1080,141.78µm
net1620,141.78µm
net1677,141.78µm
net1703,141.78µm
_03114_,141.73µm
_08038_,141.73µm
_11076_,141.73µm
net80,141.73µm
net2305,141.73µm
net3125,141.73µm
net4191,141.73µm
net93,141.68µm
_12408_,141.66µm
net3164,141.57µm
_11024_,141.37µm
u_integration_final.integration_inst.mac_grid_inst.ROW_LOOP\[0\].COL_LOOP\[0\].mac_inst.o_result\[5\],141.37µm
net224,141.37µm
_11550_,141.32µm
net1765,141.27µm
net1884,141.27µm
net2023,141.27µm
net3143,141.27µm
net4205,141.27µm
net630,141.22µm
net868,141.22µm
net1975,141.22µm
net2468,141.22µm
net142,141.17µm
net2148,141.17µm
net3436,141.17µm
net4089,141.17µm
net236,141.16µm
net3803,140.86µm
_09665_,140.82µm
_08469_,140.81µm
net2825,140.81µm
net866,140.76µm
net1717,140.76µm
_03128_,140.71µm
net968,140.71µm
net2474,140.71µm
net3626,140.71µm
net863,140.66µm
net2826,140.66µm
net3506,140.66µm
net3682,140.66µm
net3864,140.66µm
net2902,140.62µm
net81,140.61µm
_07679_,140.56µm
net97,140.56µm
clknet_leaf_96_i_clk,140.53µm
_11047_,140.45µm
net4017,140.3µm
net4003,140.25µm
net1060,140.22µm
_07449_,140.15µm
net400,140.15µm
net966,140.15µm
net1120,140.15µm
net3918,140.15µm
_10276_,140.1µm
_13026_,140.1µm
u_integration_final.integration_inst.mac_grid_inst.ROW_LOOP\[1\].COL_LOOP\[1\].mac_inst.product\[9\],140.1µm
net957,140.1µm
net2612,140.1µm
net3008,140.1µm
net3606,140.1µm
net3940,140.1µm
_00113_,140.05µm
_10918_,140.05µm
_13101_,140.05µm
net2971,140.05µm
net3273,140.05µm
net3817,140.05µm
net870,140.01µm
_15580_,140µm
net299,140µm
net745,140µm
net3432,139.92µm
_11090_,139.89µm
_07405_,139.79µm
net597,139.74µm
net1024,139.68µm
_10059_,139.64µm
_11055_,139.64µm
_09906_,139.63µm
net1252,139.59µm
net3156,139.59µm
net4168,139.59µm
net527,139.58µm
_08436_,139.54µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[6\]\[5\],139.54µm
net1303,139.54µm
net1483,139.54µm
net4141,139.54µm
net4521,139.54µm
net2122,139.49µm
_03267_,139.44µm
_04153_,139.44µm
_07791_,139.44µm
_12013_,139.44µm
net543,139.44µm
net924,139.44µm
net4029,139.4µm
_01797_,139.36µm
net414,139.23µm
net3974,139.23µm
_10530_,139.08µm
net3882,139.08µm
net2486,139.03µm
net4419,139.03µm
_06780_,138.98µm
_13136_,138.98µm
_17017_,138.98µm
net1286,138.98µm
net2266,138.98µm
net2750,138.98µm
net2885,138.98µm
net4161,138.98µm
_17152_,138.93µm
u_integration_final.integration_inst.reg_bank_inst.matrix_sel_b\[0\],138.93µm
net4046,138.93µm
net896,138.89µm
_07581_,138.88µm
net1025,138.67µm
net2908,138.67µm
net2517,138.57µm
net2876,138.57µm
_10930_,138.52µm
_13928_,138.52µm
net553,138.52µm
net1063,138.52µm
net3199,138.52µm
u_integration_final.integration_inst.mac_grid_inst.ROW_LOOP\[1\].COL_LOOP\[2\].mac_inst.product\[1\],138.47µm
net4134,138.47µm
net4545,138.47µm
_10933_,138.42µm
net1269,138.42µm
net1371,138.42µm
net4421,138.42µm
_02010_,138.37µm
_07861_,138.37µm
net1627,138.37µm
net2503,138.37µm
u_integration_final.integration_inst.quant_op_data\[1\],138.32µm
net4538,138.32µm
_07483_,138.27µm
_10230_,137.96µm
net786,137.96µm
net955,137.96µm
net1903,137.96µm
_08513_,137.91µm
_11375_,137.91µm
_02365_,137.86µm
_08418_,137.86µm
_09511_,137.86µm
_10947_,137.86µm
net2553,137.86µm
u_integration_final.integration_inst.command_parser_inst.i_uart_rx_data\[5\],137.81µm
net2142,137.81µm
_00104_,137.76µm
net62,137.76µm
net791,137.76µm
net3468,137.76µm
_17225_,137.53µm
_08391_,137.48µm
u_integration_final.integration_inst.command_parser_inst.o_quantizer_scale\[2\],137.4µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[34\]\[0\],137.4µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[7\]\[7\],137.35µm
_06456_,137.3µm
_11491_,137.3µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[29\]\[3\],137.3µm
net195,137.3µm
net1722,137.3µm
net2551,137.3µm
net2670,137.3µm
_11424_,137.25µm
_15344_,137.25µm
net530,137.25µm
net758,137.25µm
net876,137.25µm
net1419,137.25µm
net2145,137.25µm
net4361,137.25µm
_08054_,137.2µm
net120,137.2µm
net2499,137.13µm
net1516,137.11µm
_08441_,136.99µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[35\]\[2\],136.99µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[29\]\[7\],136.79µm
net3527,136.79µm
net1706,136.78µm
_12192_,136.74µm
u_integration_final.integration_inst.mac_grid_inst.ROW_LOOP\[2\].COL_LOOP\[2\].mac_inst.product\[9\],136.74µm
net1597,136.74µm
net2861,136.74µm
net3070,136.74µm
_10526_,136.72µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[8\]\[0\],136.69µm
net94,136.69µm
net2041,136.69µm
net2939,136.69µm
net4619,136.69µm
_13073_,136.64µm
net3263,136.64µm
net4392,136.64µm
net2141,136.46µm
_07592_,136.38µm
net1010,136.33µm
net586,136.28µm
net1186,136.28µm
_01798_,136.23µm
_13960_,136.23µm
net1995,136.23µm
net3970,136.23µm
net4289,136.23µm
_01859_,136.18µm
u_integration_final.integration_inst.command_parser_inst.o_quantizer_scale\[5\],136.18µm
net590,136.18µm
net2646,136.18µm
_03878_,136.13µm
_08015_,136.13µm
_08021_,136.13µm
net1146,136.13µm
net1767,136.13µm
net583,136.08µm
net1068,136.08µm
net3305,136.08µm
_01922_,135.73µm
net3239,135.7µm
_13303_,135.67µm
net902,135.67µm
net3237,135.67µm
_08001_,135.62µm
_11710_,135.62µm
net950,135.62µm
net2000,135.62µm
net2307,135.62µm
net2838,135.62µm
net3404,135.57µm
_03501_,135.52µm
_11210_,135.52µm
net73,135.52µm
net2935,135.52µm
_14979_,135.19µm
net168,135.16µm
net3338,135.16µm
_02146_,135.11µm
_17086_,135.11µm
net4209,135.11µm
net4541,135.11µm
_07489_,135.06µm
_08498_,135.06µm
_16292_,135.06µm
net626,135.06µm
net1088,135.06µm
_09291_,135.01µm
_10507_,135.01µm
_11082_,135.01µm
_13193_,135.01µm
u_integration_final.integration_inst.mac_grid_inst.ROW_LOOP\[0\].COL_LOOP\[0\].mac_inst.product\[14\],135.01µm
net1779,135.01µm
u_integration_final.integration_inst.mac_grid_inst.ROW_LOOP\[1\].COL_LOOP\[2\].mac_inst.product\[7\],134.96µm
u_integration_final.integration_inst.reg_bank_inst.cols_a_d\[3\]\[1\],134.96µm
net4561,134.88µm
_01815_,134.65µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[6\]\[1\],134.6µm
net3272,134.6µm
_13175_,134.58µm
_11580_,134.55µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[7\]\[5\],134.55µm
net3069,134.55µm
net4573,134.55µm
net348,134.45µm
net1628,134.45µm
net2294,134.45µm
net2863,134.45µm
net3139,134.45µm
net4353,134.45µm
net436,134.4µm
net1757,134.4µm
_07374_,134.14µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[10\]\[7\],134.14µm
net3180,134.09µm
_07453_,134.04µm
net3490,134.02µm
_01845_,133.99µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[9\]\[1\],133.99µm
net2267,133.99µm
_07457_,133.94µm
_08520_,133.94µm
_16963_,133.94µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[33\]\[0\],133.94µm
net3311,133.94µm
net920,133.89µm
net999,133.89µm
net1761,133.89µm
net3204,133.89µm
net3532,133.89µm
net3680,133.89µm
net248,133.86µm
net3693,133.84µm
net3708,133.84µm
_15349_,133.58µm
net1432,133.48µm
_11149_,133.43µm
net670,133.43µm
net2340,133.43µm
net3155,133.43µm
net3504,133.43µm
_10421_,133.38µm
u_integration_final.integration_inst.mac_grid_inst.ROW_LOOP\[0\].COL_LOOP\[0\].mac_inst.product\[3\],133.38µm
u_integration_final.integration_inst.mac_grid_inst.ROW_LOOP\[2\].COL_LOOP\[1\].mac_inst.product\[12\],133.38µm
net2804,133.38µm
_14028_,133.28µm
net911,133.28µm
net2178,133.28µm
net4588,132.92µm
_11095_,132.87µm
_13158_,132.82µm
net3819,132.82µm
_00125_,132.77µm
_08044_,132.77µm
_12386_,132.77µm
net272,132.77µm
net1774,132.77µm
net2898,132.77µm
_04397_,132.72µm
net1752,132.72µm
net2470,132.72µm
net3150,132.72µm
_08042_,132.69µm
net3196,132.41µm
_16325_,132.36µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[11\]\[7\],132.36µm
net1728,132.36µm
net4229,132.31µm
_11464_,132.26µm
u_integration_final.integration_inst.command_parser_inst.o_shift_row,132.26µm
